순위,상품번호,구분,도서명,저자,출판사,출간일,할인율,판매가,정가,포인트,판매지수,평점,배송정보,출간연도,출간월,평점_수치,종이책_리뷰_수,eBook_리뷰_수,종이책_한줄평_수,eBook_한줄평_수,총_리뷰_수
310,162366853,도서,해커스 Updated 토플 리스닝 (Hackers Updated TOEFL LISTENING),"해커스 어학연구소, David Cho 저",해커스어학연구소,2025년 11월,10,29700,33000.0,1650,44589,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (22건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2025,11,9.6,22.0,0.0,6.0,0.0,28.0
311,155058892,도서,가브리엘의 잉글리시 다이어리,Thomas Gabrielle Allanta 저,상상스퀘어,2025년 10월,10,24300,27000.0,1350,71196,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (22건) eBook 리뷰 (5건) 종이책 한줄평 (29건) eBook 한줄평 (9건),,2025,10,9.8,22.0,5.0,29.0,9.0,65.0
312,154827889,도서,손자병법,손자 저/소준섭 역,현대지성,2025년 10월,10,11700,13000.0,650,146469,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (185건) eBook 리뷰 (2건) 종이책 한줄평 (77건) eBook 한줄평 (10건),,2025,10,9.7,185.0,2.0,77.0,10.0,274.0
313,154746251,도서,모든 주식을 소유하라 (리커버판),존 보글 저/이은주 역,비즈니스맵,2025년 09월,10,16200,18000.0,900,22608,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (17건) eBook 리뷰 (0건) 종이책 한줄평 (13건) eBook 한줄평 (0건),,2025,9,9.8,17.0,0.0,13.0,0.0,30.0
314,151066069,도서,2026 이기적 컴퓨터활용능력 1급 필기+실기 올인원,"홍태성, 박윤정 저",영진닷컴,2025년 08월,10,36000,40000.0,2000,14322,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (16건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2025,8,10.0,16.0,0.0,2.0,0.0,18.0
315,147570099,도서,편안함의 습격,마이클 이스터 저/김원진 역,수오서재,2025년 06월,10,19800,22000.0,1100,214596,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (136건) eBook 리뷰 (3건) 종이책 한줄평 (124건) eBook 한줄평 (15건),,2025,6,9.5,136.0,3.0,124.0,15.0,278.0
316,147348391,도서,한 권으로 끝내는 해커스 토익 900+ (LC+RC+VOCA),해커스 어학연구소 저,해커스어학연구소,2025년 06월,10,15930,17700.0,880,54681,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (57건) eBook 리뷰 (0건) 종이책 한줄평 (28건) eBook 한줄평 (0건),,2025,6,9.4,57.0,0.0,28.0,0.0,85.0
317,142685984,도서,초판본 싯다르타,헤르만 헤세 저/박진권 역,더스토리,2025년 02월,10,2690,2980.0,140,51036,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (27건) eBook 리뷰 (0건) 종이책 한줄평 (46건) eBook 한줄평 (0건),,2025,2,9.6,27.0,0.0,46.0,0.0,73.0
318,135360692,도서,"불완전한 삶에 관한, 조금은 다른 이야기",이두형 저,갈매나무,2024년 10월,10,17100,19000.0,950,2802,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (25건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2024,10,9.9,25.0,0.0,1.0,0.0,26.0
319,125558302,도서,알사탕,백희나 글그림,스토리보울,2024년 03월,10,13500,15000.0,750,56487,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (89건) eBook 리뷰 (0건) 종이책 한줄평 (30건) eBook 한줄평 (0건),,2024,3,9.9,89.0,0.0,30.0,0.0,119.0
320,117958319,도서,우울한 마음도 습관입니다,박상미 저,저녁달,2023년 03월,10,16920,18800.0,940,7788,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (31건) eBook 리뷰 (0건) 종이책 한줄평 (19건) eBook 한줄평 (1건),,2023,3,9.9,31.0,0.0,19.0,1.0,51.0
321,117527279,도서,해커스 일본어 첫걸음 히라가나 가타카나 쓰기노트,해커스 일본어연구소 저,해커스어학연구소,2024년 06월,10,7200,8000.0,400,95601,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (57건) eBook 리뷰 (0건) 종이책 한줄평 (80건) eBook 한줄평 (0건),,2024,6,9.9,57.0,0.0,80.0,0.0,137.0
322,105385003,도서,ETS 토익 정기시험 기출입문서 LC 리스닝,ETS 저,YBM(와이비엠),2021년 12월,10,13500,15000.0,750,37590,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (21건) eBook 리뷰 (0건) 종이책 한줄평 (32건) eBook 한줄평 (0건),,2021,12,9.8,21.0,0.0,32.0,0.0,53.0
323,69240128,도서,체리새우 : 비밀글입니다,황영미 저,문학동네,2019년 01월,10,12150,13500.0,670,65007,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (203건) eBook 리뷰 (5건) 종이책 한줄평 (382건) eBook 한줄평 (24건),,2019,1,9.6,203.0,5.0,382.0,24.0,614.0
324,24259730,도서,꽃을 보듯 너를 본다,나태주 저,지혜,2015년 06월,10,11700,13000.0,650,96009,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (269건) eBook 리뷰 (0건) 종이책 한줄평 (679건) eBook 한줄평 (0건),,2015,6,9.5,269.0,0.0,679.0,0.0,948.0
325,15718330,도서,스토너,존 윌리엄스 저/김승욱 역,알에이치코리아(RHK),2015년 01월,10,15120,16800.0,840,130422,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (300건) eBook 리뷰 (40건) 종이책 한줄평 (309건) eBook 한줄평 (205건),,2015,1,9.4,300.0,40.0,309.0,205.0,854.0
326,192146592,도서,일상주의자의 감각,김이나 저,이야기장수,2026년 06월,10,16200,18000.0,900,4620,,,2026,6,,0.0,0.0,0.0,0.0,0.0
327,188841849,도서,거꾸로 가는 하나님 나라,김지희 저,햇살콩,2026년 05월,10,16200,18000.0,900,39927,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,6.0,0.0,2.0,0.0,8.0
328,192495968,도서,시부야의 초급반,남궁인 저,문학동네,2026년 06월,10,15120,16800.0,840,1320,,,2026,6,,0.0,0.0,0.0,0.0,0.0
329,192492426,도서,"이영도 필사노트 vol.2,3 세트",이영도 저,황금가지,2026년 06월,10,31500,35000.0,1750,6570,,,2026,6,,0.0,0.0,0.0,0.0,0.0
330,192469949,도서,타키 포오 탐정 사무소 7,캐릭온TV 원저/김언정 글/김기수 그림,대원씨아이(단행)(대원키즈),2026년 06월,10,14220,15800.0,790,1620,,,2026,6,,0.0,0.0,0.0,0.0,0.0
331,192094492,도서,신광은 형사법 1개년 최신판례 선택형 OX (26년 2차대비),신광은 편저,느루,2026년 06월,5,16150,17000.0,510,8412,,,2026,6,,0.0,0.0,0.0,0.0,0.0
332,192021301,도서,경매로 빨리 고수익,진성호(아마다군) 저,책과강연,2026년 06월,10,18900,21000.0,1050,4680,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,4.0,0.0,8.0
333,191893327,도서,2026 2차 대비 강해준 경찰학 전범위 모의고사,강해준 저,혜강,2026년 06월,10,24300,27000.0,1350,8400,,,2026,6,,0.0,0.0,0.0,0.0,0.0
334,191502410,도서,멜로우 TV 아이돌 시사상식 데뷔 챌린지 ２,"멜로우 TV 원저/남지은 글/쓰리포, 해얌 그림/표수현 감수",학산키즈,2026년 06월,10,13500,15000.0,750,12510,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,0.0,0.0,1.0
335,191479726,도서,이게 왜 궁금할 과학,허경석(허석사) 저,빅피시,2026년 06월,10,16920,18800.0,940,3009,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (11건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,11.0,0.0,1.0,0.0,12.0
336,191479716,도서,모빌라이즈,"샴 산카르, 매들린 하트 저/방영호 역",경이로움,2026년 06월,10,22500,25000.0,1250,4614,,,2026,6,,0.0,0.0,0.0,0.0,0.0
337,190805345,도서,정승제의 수학 대모험 3,"조영선, 설민석 글/재담웹툰랩 그림/정승제 감수",단꿈아이,2026년 06월,10,14400,16000.0,800,36012,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (41건) eBook 리뷰 (0건) 종이책 한줄평 (124건) eBook 한줄평 (0건),,2026,6,10.0,41.0,0.0,124.0,0.0,165.0
338,190212886,도서,어린 검사,허교범 글/현단 그림,위즈덤하우스,2026년 05월,10,13500,15000.0,750,10671,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (38건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,9.9,38.0,0.0,0.0,0.0,38.0
339,189592446,도서,불꽃놀이,매슈 버제스 글/카티아 친 그림/김지은 역,신나는원숭이,2026년 05월,10,16650,18500.0,920,14019,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (22건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,22.0,0.0,1.0,0.0,23.0
340,189231979,도서,체력을 바꿔야 재력이 바뀐다,정주영 저,메가믹스스튜디오,2026년 05월,10,18900,21000.0,1050,22482,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (11건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,5,9.9,11.0,0.0,4.0,0.0,15.0
341,189190280,도서,2027 이유진 국어 독해 알고리즘 개념 훈련,이유진 편저,공단기(에스티유니타스),2026년 05월,10,20700,23000.0,230,9366,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,10.0,2.0,0.0,0.0,0.0,2.0
342,189184342,도서,2027 써니 행정법총론 행정법으로의 초대,박준철 편저,공단기(에스티유니타스),2026년 05월,10,4500,5000.0,50,20460,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,5,10.0,3.0,0.0,6.0,0.0,9.0
343,189118061,도서,나는 절대 갑옷을 벗지 않아,그레구아르 라포르세 글/샤를로트 파랑 그림/김경희 역,FIKAJUNIOR(피카주니어),2026년 05월,10,15120,16800.0,840,32064,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (22건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,5,9.7,22.0,0.0,6.0,0.0,28.0
344,189041448,도서,2027 선재국어 시간 단축 공문서와 문법 독해,"이선재, 선재국어연구소 편저",공단기(에스티유니타스),2026년 05월,10,12600,14000.0,140,16191,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,1.0,0.0,1.0,0.0,2.0
345,188908082,도서,실수해도 망한 건 아니야,이현아 글/송선옥 그림,우리학교,2026년 05월,10,15300,17000.0,850,29835,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (65건) eBook 리뷰 (0건) 종이책 한줄평 (18건) eBook 한줄평 (0건),,2026,5,10.0,65.0,0.0,18.0,0.0,83.0
346,185851442,도서,"하루 한 장, 단단한 삶을 위한 고전 필사 노트",김선영 저,현대지성,2026년 04월,10,17910,19900.0,990,33789,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (14건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,4,9.9,14.0,0.0,4.0,0.0,18.0
347,181003172,도서,딱 1년만 미쳐라,리치파카(강연주) 저,모티브,2026년 03월,10,17820,19800.0,990,42012,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (169건) eBook 리뷰 (0건) 종이책 한줄평 (17건) eBook 한줄평 (0건),,2026,3,9.8,169.0,0.0,17.0,0.0,186.0
348,176096598,도서,2026 지텔프 공식 기출문제집 7회분 Level 2,"G-TELP KOREA 문제 제공, 해커스 지텔프연구소 저",챔프스터디,2026년 02월,10,22410,24900.0,240,31212,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (11건) eBook 리뷰 (0건) 종이책 한줄평 (7건) eBook 한줄평 (0건),,2026,2,9.6,11.0,0.0,7.0,0.0,18.0
349,170370451,도서,악수도 없이 헤어졌다,피천득 저,민음사,2025년 12월,10,13500,15000.0,750,22212,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (5건) eBook 리뷰 (1건) 종이책 한줄평 (16건) eBook 한줄평 (1건),,2025,12,9.9,5.0,1.0,16.0,1.0,23.0
350,167132030,도서,탁! 깨달음의 대화,법륜 저,정토출판,2025년 11월,10,15300,17000.0,850,66531,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (19건) eBook 리뷰 (0건) 종이책 한줄평 (252건) eBook 한줄평 (2건),,2025,11,9.9,19.0,0.0,252.0,2.0,273.0
351,162186701,도서,2026 이기적 CPPG 개인정보관리사 기본서,"이제이, 박재웅 저",영진닷컴,2025년 11월,10,34200,38000.0,1900,4803,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (1건),,2025,11,10.0,2.0,0.0,2.0,1.0,5.0
352,151791524,도서,2026 해커스군무원 신민숙 쉬운국어 문법∙어휘 한 권으로 끝,신민숙 저,해커스군무원,2025년 08월,10,17100,19000.0,950,17652,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (15건) eBook 리뷰 (0건) 종이책 한줄평 (9건) eBook 한줄평 (0건),,2025,8,10.0,15.0,0.0,9.0,0.0,24.0
353,150566390,도서,"AI 시대의 질문력, 프롬프트 엔지니어링",류한석 저,코리아닷컴(Korea.com),2025년 08월,10,24300,27000.0,1350,74649,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (37건) eBook 리뷰 (0건) 종이책 한줄평 (24건) eBook 한줄평 (0건),,2025,8,9.5,37.0,0.0,24.0,0.0,61.0
354,149193308,도서,명랑한 이시봉의 짧고 투쟁 없는 삶,이기호 저,문학동네,2025년 07월,10,17820,19800.0,990,24597,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (53건) eBook 리뷰 (0건) 종이책 한줄평 (26건) eBook 한줄평 (3건),,2025,7,9.6,53.0,0.0,26.0,3.0,82.0
355,147275066,도서,[예스리커버] 미술관에 간 할미,할미 저,더퀘스트,2025년 06월,10,18900,21000.0,1050,90981,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (48건) eBook 리뷰 (2건) 종이책 한줄평 (57건) eBook 한줄평 (4건),,2025,6,9.7,48.0,2.0,57.0,4.0,111.0
356,140042426,도서,초판본 하늘과 바람과 별과 시,윤동주 저,더스토리,2024년 12월,10,2700,2990.0,140,111417,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (62건) eBook 리뷰 (36건) 종이책 한줄평 (86건) eBook 한줄평 (122건),,2024,12,9.9,62.0,36.0,86.0,122.0,306.0
357,129394805,도서,비폭력대화,마셜 로젠버그 저/캐서린 한 역,한국NVC센터,2024년 08월,10,18000,20000.0,1000,39627,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (0건) 종이책 한줄평 (10건) eBook 한줄평 (0건),,2024,8,9.9,20.0,0.0,10.0,0.0,30.0
358,128589752,도서,0~3세 기적의 뇌과학 육아,그리어 커센바움 저/이은정 역,21세기북스,2024년 07월,10,18000,20000.0,1000,52041,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (1건),,2024,7,10.0,6.0,0.0,2.0,1.0,9.0
359,125692983,도서,패밀리 레스토랑 가자. 上,와야마 야마 글그림/현승희 역,문학동네,2024년 04월,10,7650,8500.0,420,56484,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (139건) eBook 리뷰 (142건) 종이책 한줄평 (218건) eBook 한줄평 (223건),,2024,4,9.8,139.0,142.0,218.0,223.0,722.0
360,124645703,도서,SQL 자격검정 실전문제,한국데이터진흥원 저,한국데이터산업진흥원,2023년 12월,3,17460,18000.0,0,78294,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (75건) eBook 리뷰 (0건) 종이책 한줄평 (79건) eBook 한줄평 (0건),,2023,12,9.3,75.0,0.0,79.0,0.0,154.0
361,124622440,도서,시한부,백은별 저,바른북스,2024년 01월,10,15120,16800.0,840,93621,리뷰 총점8.9 정보 더 보기/감추기 종이책 리뷰 (124건) eBook 리뷰 (0건) 종이책 한줄평 (89건) eBook 한줄평 (14건),,2024,1,8.9,124.0,0.0,89.0,14.0,227.0
362,118804984,도서,태양 왕 수바: 수박의 전설,이지은 글그림,웅진주니어,2023년 05월,10,15120,16800.0,840,19584,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (100건) eBook 리뷰 (0건) 종이책 한줄평 (109건) eBook 한줄평 (0건),,2023,5,9.9,100.0,0.0,109.0,0.0,209.0
363,118578901,도서,구의 증명,최진영 저,은행나무,2023년 04월,10,10800,12000.0,600,87261,리뷰 총점9.0 정보 더 보기/감추기 종이책 리뷰 (286건) eBook 리뷰 (22건) 종이책 한줄평 (383건) eBook 한줄평 (85건),,2023,4,9.0,286.0,22.0,383.0,85.0,776.0
364,116072450,도서,해커스 토익 실전 1000제 1 RC Reading (리딩) 문제집,해커스 어학연구소 저,해커스어학연구소,2024년 08월,10,10710,11900.0,590,35667,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (44건) eBook 리뷰 (7건) 종이책 한줄평 (52건) eBook 한줄평 (7건),,2024,8,9.7,44.0,7.0,52.0,7.0,110.0
365,109368485,도서,어디 있을까? 숨은그림찾기 1000,레이크 프레스 기획,길벗스쿨,2022년 05월,10,7920,8800.0,440,60678,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (138건) eBook 리뷰 (0건) 종이책 한줄평 (115건) eBook 한줄평 (0건),,2022,5,9.8,138.0,0.0,115.0,0.0,253.0
366,109308932,도서,세상의 마지막 기차역,무라세 다케시 저/김지연 역,모모,2022년 05월,10,15120,16800.0,840,60276,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (259건) eBook 리뷰 (1건) 종이책 한줄평 (276건) eBook 한줄평 (54건),,2022,5,9.3,259.0,1.0,276.0,54.0,590.0
367,107666677,도서,부의 인문학 (20만부 기념 개정증보판),브라운스톤(우석) 저,오픈마인드,2022년 03월,10,15300,17000.0,850,63255,리뷰 총점9.0 정보 더 보기/감추기 종이책 리뷰 (84건) eBook 리뷰 (8건) 종이책 한줄평 (114건) eBook 한줄평 (82건),,2022,3,9.0,84.0,8.0,114.0,82.0,288.0
368,105163956,도서,사랑해 사랑해 사랑해,버나뎃 로제티 슈스탁 글/캐롤라인 제인 처치 그림/신형건 역,보물창고,2021년 12월,10,11520,12800.0,640,42561,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (72건) eBook 리뷰 (0건) 종이책 한줄평 (79건) eBook 한줄평 (0건),,2021,12,9.9,72.0,0.0,79.0,0.0,151.0
369,103668412,도서,몬스터 차일드,이재문 글/김지인 그림,사계절,2021년 09월,10,12420,13800.0,690,64572,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (82건) eBook 리뷰 (0건) 종이책 한줄평 (88건) eBook 한줄평 (0건),,2021,9,9.8,82.0,0.0,88.0,0.0,170.0
370,89898969,도서,소년과 두더지와 여우와 말,찰리 맥커시 글그림/이진경 역,상상의힘,2020년 04월,10,19800,22000.0,1100,82818,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (129건) eBook 리뷰 (0건) 종이책 한줄평 (143건) eBook 한줄평 (0건),,2020,4,9.7,129.0,0.0,143.0,0.0,272.0
371,58552371,도서,세계를 건너 너에게 갈게,이꽃님 저,문학동네,2018년 02월,10,12150,13500.0,670,83838,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (240건) eBook 리뷰 (9건) 종이책 한줄평 (360건) eBook 한줄평 (51건),,2018,2,9.6,240.0,9.0,360.0,51.0,660.0
372,29375048,도서,너무 시끄러운 고독,보후밀 흐라발 저/이창실 역,문학동네,2016년 07월,10,10800,12000.0,600,46044,리뷰 총점9.3 정보 더 보기/감추기 종이책 리뷰 (122건) eBook 리뷰 (140건) 종이책 한줄평 (153건) eBook 한줄평 (231건),,2016,7,9.3,122.0,140.0,153.0,231.0,646.0
373,9349031,도서,원씽 THE ONE THING,"게리 켈러, 제이 파파산 저/구세희 역",비즈니스북스,2013년 08월,10,15120,16800.0,840,49371,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (407건) eBook 리뷰 (27건) 종이책 한줄평 (408건) eBook 한줄평 (125건),,2013,8,9.4,407.0,27.0,408.0,125.0,967.0
